Time,Price,Label,First_Derivative,Second_Derivative
133,54089.29207412817,1.0,-268.36502492267755,300.39634125528755
134,53966.7465260405,1.0,573.346308574015,197.38935906918232
135,55235.9846912762,-1.0,126.41369321568709,-603.2458258898623
136,54219.573912471875,-1.0,-633.1453432057097,23.41597270708735
137,53969.69400486478,-1.0,173.2456386298618,369.78985195863424
138,54566.0651897316,-1.0,106.43436071155884,-88.76518220863545
139,54182.5627262879,-1.0,-4.284725787409116,48.09783012417938
140,54557.49573815678,-1.0,202.6300209599176,-77.55450536562603
141,54587.822768207734,-1.0,-159.39373651866117,-459.1057073883876
142,54238.70826511946,-1.0,-715.5813938168576,-164.6824037463175
143,53156.65998057402,1.0,-488.7585440112962,280.1351417261758
144,53261.191177096865,1.0,-155.31111036450602,126.7608966414191
145,52846.03775984501,1.0,-235.236750728458,131.96721415108914
146,52790.71767563995,1.0,108.62331793767225,302.4463701711484
147,53063.28439572035,1.0,369.65598961383876,0.2977387682021799
148,53530.02965486763,-1.0,109.21879547407661,-332.3240773104699
149,53281.721986668505,1.0,-294.992165007101,-304.5520520674236
150,52940.045324853425,1.0,-499.88530866077053,104.81305813276776
151,52281.95136934696,1.0,-85.36604874156546,656.0842662200066
152,52769.313227370294,1.0,812.2832237792427,468.2081787759071
153,53906.51781690545,1.0,851.0503088102487,-89.9147782871969
154,54471.41384499079,-1.0,632.4536672048489,-346.41597526960504
155,55171.42515131515,-1.0,158.2183582710386,-349.8197440204294
156,54787.85056153287,-1.0,-67.18582083600995,91.57607872406516
157,55037.05350964313,-1.0,341.3705157191689,-298.9610308845695
158,55470.59159297121,-1.0,-665.1078826051489,-747.1341387020329
159,53706.83774443283,1.0,-1152.897761684897,417.1421927641277
160,53164.79606960141,1.0,169.17650292310645,606.0240752643695
161,54045.19075027904,-1.0,59.15038884384194,-80.3812714536034
162,53283.096847289096,1.0,8.413960015899647,-26.189804004487087
163,54062.01867031084,-1.0,6.7707808348677645,-324.37065341243215
164,53296.63840895883,1.0,-640.3273468089646,-69.76105353145977
165,52781.36397669291,1.0,-132.75132622805177,393.19082901252114
166,53031.13575650273,1.0,146.05431121607762,27.25521653533542
167,53073.47259912507,1.0,-78.24089315738092,89.93284696852788
168,52874.65397018797,1.0,325.9200051531334,87.8814539372288
169,53725.312609431334,1.0,97.52201471707667,-345.661556004834
170,53069.69799962212,1.0,-365.4031068565346,11.94751735929458
171,52994.506395718265,1.0,121.41704943566583,301.04824594648744
172,53312.53209849345,1.0,236.6933850364403,-103.51725214122234
173,53467.893165791145,1.0,-85.61745484677886,-276.74363363291377
174,53141.297188799894,1.0,-316.79388222938724,80.09138241545952
175,52834.30540133237,1.0,74.56530998414019,394.16277162455845
176,53290.427808768174,1.0,471.53166101972965,127.17915675816585
177,53777.36872337183,1.0,328.9236235004719,-303.0465755452915
178,53948.27505576912,1.0,-134.56149007085332,-347.8651051569741
179,53508.24574323012,1.0,-366.8065868134763,-7.565452777840619
180,53214.661882142165,1.0,-149.69239562653456,198.9012109783962
181,53208.860951977054,1.0,30.99583514331607,166.2021278100019
182,53276.6535524288,1.0,182.71185999346926,33.193123386132356
183,53574.28467196399,1.0,97.38208191558078,-4.9276407988218125
184,53471.41771625996,1.0,172.85657839582564,174.92142422503275
185,53919.997828755644,1.0,447.2249303656463,205.01317921185
186,54365.86757699125,1.0,582.8829368195256,-39.36809614667982
187,55085.763702394695,1.0,368.48873807228665,-241.06033839904921
188,55102.845053135825,1.0,100.76226002142721,-154.72956443803923
189,55287.28822243755,1.0,59.029609196208185,-178.10412951901344
190,55220.90427152824,1.0,-255.44599901659967,150.30891862712633
191,54776.39622440435,1.0,359.64744645046085,582.9924658594482
192,55940.19916442916,1.0,910.5389327022967,98.38109822532351
193,56597.474089808944,-1.0,556.4096429011079,-341.7038355772511
194,57053.01845023138,-1.0,227.13126154779457,-404.5140406625869
195,57051.73661290453,-1.0,-252.61843842406597,-99.60032615939963
196,56547.78157338325,-1.0,27.93060922899531,246.7091424082555
197,57107.597831362524,-1.0,240.79984639244503,26.907043218679974
198,57029.38126616814,-1.0,81.74469566635526,-139.0353573161483
199,57271.087222695234,-1.0,-37.27086823985155,-83.58399989967074
200,56954.839529688434,-1.0,-85.42330413298623,-15.777260418204605
201,57100.24061442926,-1.0,-68.82538907626076,-93.38783580880227
202,56817.18875153591,-1.0,-272.19897575059076,3.3409700519787293
203,56555.84266292808,-1.0,-62.143448972303304,-32.00007787510185
204,56692.901853591306,-1.0,-336.19913150079446,-365.17250608502945
205,55883.44439992649,-1.0,-792.4884611423622,-123.03761512928395
206,55107.92493130658,1.0,-582.2743617593624,271.18419967890077
207,54718.89567640777,1.0,-250.12006178456068,382.3020422391601
208,54607.68480773746,1.0,182.32972271895778,223.39521304033224
209,55083.55512184568,1.0,196.6703642961038,-112.96778593872659
210,55001.02553632967,1.0,-43.6058491584954,-137.76539414379477
211,54996.34342352869,1.0,-78.86042399148573,29.2376790187609
212,54843.304688346696,1.0,14.869508879026398,-26.839765882574284
213,55026.082441286744,1.0,-132.5399557566343,-132.8679025419333
214,54578.22477683343,1.0,-250.86629620484018,109.03771745645281
215,54524.349848877064,1.0,85.53547915627132,213.74814802225046
216,54749.29573514597,1.0,176.62999983966074,-7.589318679531061
217,54877.609848556385,1.0,70.3568417972092,-80.4786306623646
218,54890.00941874039,1.0,15.672738514931552,39.46961893849766
219,54908.95532558625,1.0,149.29607967420452,363.7842243013365
220,55188.6015780888,1.0,743.2411871176046,120.68694142621825
221,56395.43769982146,1.0,390.66996252664103,-166.77700169897616
222,55969.94150314208,1.0,409.68718371965224,2.1510067491944938
223,57214.81206726076,-1.0,394.97197602503,-615.3882316709278
224,56759.88545519214,-1.0,-821.0892796222033,-565.7691728108493
225,55572.633508016355,1.0,-736.5663695966687,387.77866571964114
226,55286.7527159988,1.0,-45.53194818292104,681.0895848238542
227,55481.56961165051,1.0,625.6128000510398,161.85138257222388
228,56537.97831610088,1.0,278.1708169615267,-367.33015170314684
229,56037.91124557357,1.0,-109.04750335525387,-251.86954484820853
230,56319.883309390374,1.0,-225.56827273489034,129.51917645648973
231,55586.774700103786,1.0,149.9908495577256,540.4268424549846
232,56619.865008505825,1.0,855.2854121750788,28.75161714047499
233,57297.345524453944,-1.0,207.49408383867558,-734.0545639487609
234,57034.85317618318,1.0,-612.823715722443,-152.03949457756244
235,56071.69809300906,1.0,-96.5849053164493,484.0603863195811
236,56841.68336555028,1.0,355.29705691671916,211.6891079450288
237,56782.292206842496,1.0,326.7933105736083,2.7871850935825933
238,57495.269986697494,1.0,360.87142710388434,-153.01151730847778
239,57504.035061050265,1.0,20.770275956652767,-235.40267686663537
240,57536.8105386108,1.0,-109.9339266293864,17.37211676118568
241,57284.16720779149,1.0,55.51450947902413,164.6754438112821
242,57647.83955756885,1.0,219.41696099317778,66.91239306668103
243,57723.00112977785,1.0,189.3392956123862,-253.25045968119048
244,58026.51814879362,1.0,-287.0839583692032,-128.9282220976329
245,57148.83321303944,1.0,-68.5171485828796,556.4131573087252
246,57889.48385162786,1.0,825.7423562482472,280.45297749839483
247,58800.317925535936,1.0,492.38880641391006,-86.42335318001642
248,58874.26146445568,1.0,652.8956498882144,329.39225472900216
249,60106.109225312364,1.0,1151.1733158719144,41.74026095327463
250,61176.60809619951,1.0,736.3761717947636,-261.3171598800636
251,61578.86156890189,1.0,628.5389961117871,13.17629756428687
252,62433.686088423085,-1.0,762.7287669233374,-420.09554746304093
253,63104.31910274857,-1.0,-211.65209881429473,-695.0113637359154
254,62010.381890794495,1.0,-627.2939605484935,178.5693257173716
255,61849.73118165158,1.0,145.4865526204485,683.875360837972
256,62301.35499603539,-1.0,740.4567611274506,-30.865098373749788
257,63330.64470390648,-1.0,83.75635587294892,-847.9052714641839
258,62468.86770778129,-1.0,-955.3537818009172,-311.10306928817045
259,61419.937140304646,-1.0,-538.449782703392,158.13488222354317
260,61391.968142374506,-1.0,-639.0840173538309,-55.21621087471067
261,60141.769105596984,-1.0,-648.8822044528133,364.33576551209444
262,60094.20373346888,-1.0,89.58751367035802,241.54809553730593
263,60320.9441329377,-1.0,-165.78601337820146,-192.24039439641456
264,59762.63170671248,-1.0,-294.8932751224711,219.84488312730718
265,59731.15758269276,-1.0,273.9037528764129,214.02832924736322
266,60310.4392124653,-1.0,133.16338337225534,-332.15814246029004
267,59997.48434943727,-1.0,-390.41253204416716,-197.9826881283352
268,59529.61414837697,-1.0,-262.8019928844151,29.118836784959058
269,59471.88036366844,-1.0,-332.17485847424905,273.2421297138935
270,58865.26443142847,1.0,283.68226654337195,466.378057102047
271,60039.24489675518,-1.0,600.581255729845,-238.26262265034165
272,60066.42694288816,-1.0,-192.84297875731136,-370.06719581544894
273,59653.55893924056,-1.0,-139.55313590105288,114.57494530539589
274,59787.320671086054,-1.0,36.306911853480415,23.021779471613627
275,59726.17276294752,-1.0,-93.50957695782563,-126.97484295132381
276,59600.3015171704,-1.0,-217.6427740491672,-114.23162278157542
277,59290.88721484919,-1.0,-321.9728225209765,-195.00160003808196
278,58956.35587212845,-1.0,-607.6459741253311,142.0858136346469
279,58075.595266598524,1.0,-37.80119525168266,591.708549864079
280,58880.753481625085,-1.0,575.7711256028269,153.13991049221295
281,59227.13751780418,-1.0,268.47862573274324,-257.74791917734
282,59417.71073309057,-1.0,60.275287248146924,-291.372911340075
283,59347.68809230047,-1.0,-314.2671969474068,-279.05061371393094
284,58789.17633919576,-1.0,-497.82594017971496,-156.7231961182897
285,58352.03621194104,-1.0,-627.7135891839862,-46.929045252287324
286,57533.749160827785,-1.0,-591.6840306842896,70.25671264489029
287,57168.66815057246,1.0,-487.2001638942056,385.53316065547915
288,56559.348833039374,1.0,179.3822906266687,614.4288192283293
289,57527.4327318258,-1.0,741.657474562453,51.79988030565255
290,58042.66378216428,-1.0,282.9820512379738,-481.25569914912376
291,58093.39683430175,-1.0,-220.85392373579452,-411.76996507076547
292,57600.95593469269,-1.0,-540.5578789035571,-62.422388172110004
293,57012.28107649463,1.0,-345.69870008001453,378.4173458682162
294,56909.55853453266,1.0,216.2768128328753,584.9822780032682
295,57444.834702160384,-1.0,824.2658559265219,-31.699355713679324
296,58558.090246385706,-1.0,152.87810140551665,-531.047040596106
297,57750.59090497142,-1.0,-237.82822526568998,-86.20618279915288
298,58082.433795854326,-1.0,-19.534264192789124,-42.48885934846294
299,57711.52237658584,-1.0,-322.80594396261586,-50.50228492633505
300,57436.821907929094,-1.0,-120.53883404545923,52.34058836215627
301,57470.44470849492,-1.0,-218.12476723830332,-89.78677187587891
302,57000.57237345249,-1.0,-300.11237779721705,-50.56634062078592
303,56870.21995290049,-1.0,-319.25744847987517,-56.61953831993196
304,56362.05747649274,-1.0,-413.351454437081,187.64310097429188
305,56043.517044026325,-1.0,56.0287534687086,329.7697664452371
306,56474.114983430154,-1.0,246.18807845339325,95.45515263551897
307,56535.89320093311,-1.0,246.93905873974654,-107.71309143638791
308,56967.99310090965,-1.0,30.76189558061742,-133.72364828314312
309,56597.416992094346,-1.0,-20.5082378265397,-161.34371128147723
310,56926.97662525657,-1.0,-291.92552698233703,-209.96232766159665
311,56013.56593812967,-1.0,-440.432893149733,245.2720519731156
312,56046.1108389571,-1.0,198.61857696389416,80.3933019829492
313,56410.80309205746,-1.0,-279.6462891838346,-419.0539904070811
314,55486.81826058943,1.0,-639.489403850268,58.98815509268934
315,55131.824284356924,1.0,-161.66997899845592,468.5284368392131
316,55163.47830259252,1.0,297.5674698281582,142.95075684343647
317,55726.95922401324,1.0,124.23153468841701,-152.5570105586321
318,55411.941371969355,1.0,-7.546551289105992,216.51388447345016
319,55711.86612143503,1.0,557.2593036353173,290.6285157655202
320,56526.45997923999,-1.0,573.7104802419344,-222.83746389798216
321,56859.2870819189,-1.0,111.58437583935302,-260.0919280287253
322,56749.628730918696,-1.0,53.52662418448381,-85.95645585126476
323,56966.340330287865,-1.0,-60.32853586317651,-97.42442283439777
324,56628.97165919234,-1.0,-141.32222148431174,23.21654405867048
325,56683.69588731924,-1.0,-13.895447745835554,99.30471906878665
326,56601.18076370067,-1.0,57.28721665326157,-0.7301666133043909
327,56798.270320625765,-1.0,-15.355780972444336,-28.27793972559084
328,56570.46920175578,-1.0,0.7313372020798852,6.754077033245267
329,56799.732995029924,-1.0,-1.8476269059538026,66.5511072687641
330,56566.773947943875,-1.0,133.83355173960808,81.0649148675875
331,57067.40009850914,-1.0,160.2822028292212,-397.4634767146472
332,56887.33835360232,-1.0,-661.0934016896863,-504.0768546692889
333,55745.21329512977,-1.0,-847.8715065093565,196.0639086343508
334,55191.595340583604,1.0,-268.96558442098467,662.5902483695791
335,55207.2821262878,1.0,477.30899022980157,487.53509850097
336,56146.21332104321,-1.0,706.1046125809553,-428.49889717130463
337,56619.49135144971,-1.0,-379.6888041128077,-863.081170203177
338,55386.83571281759,1.0,-1020.0577278253986,146.31905520963664
339,54579.37589579891,1.0,-87.05069369353441,757.3785963302362
340,55212.73432543052,1.0,494.69946483507374,453.0144202870215
341,55568.77482546906,1.0,818.9781468805086,9.406302478666476
342,56850.69061919154,-1.0,513.5120697924067,-591.5435487048653
343,56595.79896505387,-1.0,-364.10895052922206,-363.6386807285344
344,56122.472718133096,1.0,-213.76529166466207,127.98793207632116
345,56168.26838172455,1.0,-108.13308637657974,188.54668409861188
346,55906.20654537994,1.0,163.32807653256168,130.80133305622985
347,56494.92453478967,-1.0,153.46957973587996,-188.58230141589047
348,56213.1457048517,1.0,-213.83652629921926,-248.3425204412215
349,56067.251482191234,1.0,-343.21546114656303,78.66433936148314
350,55526.71478255857,1.0,-56.50784757625297,151.4693881210169
351,55954.23578703873,1.0,-40.27668490452925,-39.94562751099329
352,55446.16141274951,1.0,-136.39910259823955,344.09962338390505
353,55681.43758184225,1.0,647.9225618632809,84.64580170862064
354,56742.006536476074,-1.0,32.892500819001725,-361.17428412654954
355,55747.22258348025,1.0,-74.42600638981821,236.12187105062912
356,56593.15452369644,-1.0,505.13624292026,-79.1032409352083
357,56757.49506932077,-1.0,-232.63248826023482,-393.20605203415107
358,56127.88954717597,1.0,-281.27586114804217,236.82680373092444
359,56194.94334702469,1.0,241.02111920161406,134.35844923625882
360,56609.931785579196,-1.0,-12.558962675524526,-162.7641447939186
361,56169.82542167364,1.0,-84.50717038622315,302.08883721060556
362,56440.91744480675,-1.0,591.6187117456866,198.6041002034599
363,57353.06284516501,-1.0,312.70103002069663,-506.56899610123764
364,57066.31950484814,-1.0,-421.5192804567887,-311.77265788126715
365,56510.024284251434,-1.0,-310.84428574183767,203.6888970612763
366,56444.63093336447,-1.0,-14.141486334236106,321.4803729887353
367,56481.74131158296,-1.0,332.116460235633,142.735601770828
368,57108.86385383573,-1.0,271.3297172074199,-246.4812837710815
369,57024.4007459978,-1.0,-160.84610730653003,-336.5283630143167
370,56787.17163922267,-1.0,-401.72700882121353,-290.430694808676
371,56220.946728355375,-1.0,-741.707496923882,-204.27289653154548
372,55303.75664537491,-1.0,-810.2728018843045,20.72262209996552
373,54600.401124586766,-1.0,-700.262252723951,197.25164283673803
374,53903.23213992701,-1.0,-415.76951621082844,117.31814509224569
375,53768.86209216511,-1.0,-465.6259625394596,-342.4222067930732
376,52971.98021484809,-1.0,-1100.6139297969748,-123.9827034547252
377,51567.63423257116,1.0,-713.59136944891,786.3869789647033
378,51544.79747595027,1.0,472.16002813243176,748.6441603880703
379,52511.95428883602,1.0,783.6969513272306,-120.35164722954323
380,53112.19137860473,1.0,231.4567336733453,-570.6068791957077
381,52974.86775618271,1.0,-357.51680706418483,82.65486541449536
382,52397.15776447636,1.0,396.766464502336,530.8767658740708
383,53768.400685187386,1.0,704.2367246839567,-161.05612832400038
384,53805.63121384427,1.0,74.65420785433525,-342.1977430218849
385,53917.709100896056,-1.0,19.84123864018693,-58.48850037304874
386,53845.31369112465,-1.0,-42.32279289176222,-84.58175519984252
387,53833.06351511253,1.0,-149.3222717594981,-83.19134397398375
388,53546.66914760565,1.0,-208.70548083972972,245.6225241763932
389,53415.65255343307,1.0,341.9227765932883,479.43766309813145
390,54230.51470079223,-1.0,750.1698453565332,-279.9721909753425
391,54915.99224414614,-1.0,-218.02160535739677,-842.1039314742011
392,53794.471490077434,-1.0,-934.038017591869,-179.06577948790982
393,53047.9162089624,1.0,-576.1531643332164,490.627980364683
394,52642.165161411,1.0,47.21794313749706,584.4811229100924
395,53142.352095237395,1.0,592.8090814869684,246.57063391959127
396,53827.78332438494,-1.0,540.3592109766796,-348.4331788424788
397,54223.070517190754,-1.0,-104.05727619798927,-489.8239264199783
398,53619.66877198896,-1.0,-439.288641863277,49.99852262002969
399,53344.4932334642,-1.0,-4.060230957929889,255.57336079585184
400,53611.5483100731,-1.0,71.85807972842667,-77.49976414279263
401,53488.20939292105,-1.0,-159.05975924351515,-131.3027053020196
402,53293.42879158607,-1.0,-190.74733087561253,189.0107550556986
403,53106.71473116983,-1.0,218.96175086788207,332.79146030466836
404,53731.352293321834,-1.0,474.8355897337242,-68.64289671281585
405,54056.38591063728,-1.0,81.67595744225036,-232.4725441581122
406,53894.704208206334,-1.0,9.890501417499763,-162.22204737703396
407,54076.166913472276,-1.0,-242.76813731181755,-239.98006422139588
408,53409.1679335827,-1.0,-470.069627025292,194.52539645157412
409,53136.02765942169,-1.0,146.2826555913307,170.41701860899775
410,53701.73324476536,-1.0,-129.2355898072965,-197.50143380653935
411,52877.5564798071,-1.0,-248.720212021748,-126.45158015404013
412,53204.292820721865,-1.0,-382.13875011537675,75.83699292794154
413,52113.278979576346,1.0,-97.04622616586494,344.59856790012236
414,53010.200368390135,-1.0,307.05838568486797,31.86414092233281
415,52727.39575094608,-1.0,-33.31794432119932,-83.03415694351679
416,52943.564479747736,-1.0,140.9900717978344,54.37260283106298
417,53009.37589454175,-1.0,75.42726134092663,-6.983406816509159
418,53094.41900242959,-1.0,127.02325816481607,-219.94108489201244
419,53263.42241087138,-1.0,-364.45490844309825,-264.2907331377628
420,52365.50918554339,-1.0,-401.55820811070953,183.1284471341387
421,52460.30599464996,-1.0,1.8019858251791447,108.80667342585366
422,52369.11315719375,-1.0,-183.9448612590022,-169.74894881548244
423,52092.41627213196,-1.0,-337.6959118057857,18.92836267887469
424,51693.72133358218,1.0,-146.08813590125283,70.67800487750537
425,51800.24000032945,-1.0,-196.33990205077498,82.21373564658461
426,51301.04152948063,1.0,18.339335391916393,294.8313060502114
427,51836.918671113286,-1.0,393.32271004964787,88.21070586471433
428,52087.686949579926,-1.0,194.76074712134505,-31.715804083827607
429,52226.440165355976,-1.0,329.89110188199265,-206.3613235326011
430,52747.46915334391,-1.0,-217.96189994385713,-567.5248004306395
431,51790.51636546826,-1.0,-805.1584989792864,13.275632591305111
432,51137.15215538534,-1.0,-191.4106347612469,378.55654644309107
433,51407.69509594577,-1.0,-48.04540609310425,-72.47800237922092
434,51041.06134319913,-1.0,-336.36663951968876,-228.4197016507551
435,50734.96181690639,-1.0,-504.8848093946144,-127.96235910272117
436,50031.2917244099,1.0,-592.2913577251311,264.6771008845044
437,49550.37910145613,1.0,24.469392374394374,491.78307305087037
438,50080.23050915869,1.0,391.27478837660965,75.48042706528395
439,50332.92867820935,1.0,175.43024650496227,-242.20983424573205
440,50431.091002168614,1.0,-93.14488011485446,-142.2675946576055
441,50146.63891797964,1.0,-109.10494281024876,209.50591586142764
442,50212.88111654812,1.0,325.8669516080008,113.19921126730878
443,50798.37282119564,1.0,117.29347972436881,-253.8107835699866
